gene	uniprotId	AND	OR
['SLC7A1', 'hCG_27802']	['A0A024RDQ9']	[]	[]
['SLC7A2', 'ATRC2', 'CAT2']	['P52569', 'B7ZL54', 'O15291', 'O15292', 'Q14CQ6', 'Q6NSZ7', 'Q86TC6']	[]	[]
['NME2', 'NM23B']	['P22392', 'A8MWA3', 'Q1WM23', 'Q6LCT6']	['a', 's']	['NME4', 'NME3', 'NME1', 'NME7', 'NME6']
['SLC9A1', 'APNH1', 'NHE1']	['P19634', 'B1ALD6', 'D3DPL4', 'Q96EM2']	['a', 's']	[]
[]	['B2RAH2']	[]	[]
['SLC9A3', 'NHE3']	['P48764', 'B7ZKR2', 'E9PF67', 'Q3MIW3']	['s', 'SLC9A3']	[]
['SLC11A1', 'LSH', 'NRAMP', 'NRAMP1']	['P49279', 'C0H5Y3']	[]	[]
['SLC14A1', 'HUT11', 'JK', 'RACH1', 'UT1', 'UTE']	['Q13336', 'A8K0P3', 'B3KR62', 'B3KVX3', 'C9EHF2', 'Q86VM5']	['a']	['SLC14A2']
['SLC14A1 JK', 'SLC14A1', 'hCG_22551']	['G0W2N5']	[]	['SLC14A2']
['SLC15A1', 'PEPT1']	['P46059', 'Q5VW82']	['s']	[]
[]	['B2CQT6']	['s']	[]
['SLC15A2', 'PEPT2']	['Q16348', 'A8K1A5', 'B4E2A7']	['s']	[]
['SLC16A1', 'MCT1']	['P53985', 'Q49A45', 'Q5T8R6', 'Q9NSJ9']	['2', 'SLC16A1', 's']	[]
['SLC16A1', 'hCG_37455']	['A0A024R0H1']	[]	[]
[]	['B4DKS0']	[]	[]
['SLC34A1', 'NPT2', 'SLC17A2']	['Q06495', 'B4DPE3']	['s']	['SLC34A3', 'SLC34A2']
['SLC34A1', 'hCG_41577']	['A0A024R7R9']	[]	['SLC34A3', 'SLC34A2']
[]	['Q7Z725']	[]	['SLC34A3', 'SLC34A2']
[]	['Q86VN6']	[]	['SLC34A3', 'SLC34A2']
['SLC19A1', 'FLOT1', 'RFC1']	['P41440', 'B2R7U8', 'B7Z8C3', 'E9PFY4', 'O00553', 'O60227', 'Q13026', 'Q9BTX8']	[]	[]
['SLC20A2', 'GLVR2', 'PIT2']	['Q08357']	[]	[]
[]	['A0A384MR38']	[]	[]
['SLC25A1', 'SLC20A3']	['P53007', 'A8K8E8', 'Q9BSK6']	[]	[]
['SLC22A2', 'OCT2']	['O15244', 'Q5T7Q6', 'Q6PIQ8', 'Q8NG62', 'Q9NQB9']	[]	[]
[]	['O00631', 'Q6ICV3']	['s']	[]
[]	['A0A158RFT9']	[]	[]
[]	['P00441', 'A6NHJ0', 'D3DSE4', 'Q16669', 'Q16711', 'Q16838', 'Q16839', 'Q16840', 'Q6NR85']	['SOD1']	[]
[]	['V9HWC9']	[]	[]
[]	['P04179', 'B2R7R1', 'B3KUK2', 'B4DL20', 'B4E3K9', 'E1P5A9', 'P78434', 'Q16792', 'Q5TCM1', 'Q96EE6', 'Q9P2Z3']	[]	[]
[]	['A0A384NL29']	[]	[]
[]	['P07738', 'A4D1N9']	[]	[]
['BPGM', 'hCG_20346']	['A0A024R782']	[]	[]
[]	['P02808', 'A6NKE9', 'B2R4F8']	[]	[]
['SUPV3L1', 'SUV3']	['Q8IYB8', 'A8K301', 'O43630']	['3', '2', 'BLM', 'WRN', 's', 'a']	[]
[]	['Q10589', 'A8K4Y4', 'Q53G07']	['s']	[]
['BST2', 'CD317', 'hCG_37652']	['A0A024R7H5']	[]	[]
['TALDO1', 'TAL', 'TALDO', 'TALDOR']	['P37837', 'B2R8M2', 'O00751', 'Q8WV32', 'Q8WZ45']	[]	[]
[]	['A0A140VK56']	[]	[]
['TAP1', 'ABCB2', 'PSF1', 'RING4', 'Y3']	['Q03518', 'Q16149', 'Q96CP4']	['TAP2', 'TAPBP', 's', 'HLA-A', 'a']	[]
[]	['A0A0S2Z5A6']	[]	[]
[]	['X5CKB3']	[]	[]
['TAP2', 'ABCB3', 'PSF2', 'RING11', 'Y1']	['Q03519', 'B0V2J8', 'O95410', 'Q53FI6', 'Q5HY71', 'Q96PT8', 'Q9UQ83']	['TAPBP', 'TAP1', 'a', 's']	[]
['TAP2', 'hCG_2001583']	['Q5JNW1']	[]	[]
['TAPBP', 'NGS17', 'TAPA']	['O15533', 'A2AB91', 'A2ABC0', 'B0V003', 'B0V0A6', 'B2ZUA4', 'E9PGM2', 'O15210', 'O15272', 'Q5STJ8', 'Q5STK6', 'Q5STQ5', 'Q5STQ6', 'Q66K65', 'Q96KK7', 'Q9HAN8', 'Q9UEE0', 'Q9UEE4', 'Q9UIZ6', 'Q9Y6K2']	['TAPBP', '1', 's']	[]
['TAPBP', 'hCG_17519']	['A0A024RCT1']	[]	[]
[]	['P29401', 'A8K089', 'B4DE31', 'E7EPA7', 'Q8TBA3', 'Q96HH3']	[]	['TKTL2', 'TKTL1']
['HEL107', 'TKT', 'hCG_16023']	['V9HWD9', 'A0A024R2Z9']	[]	['TKTL2', 'TKTL1']
['TPI1', 'TPI']	['P60174', 'B7Z5D8', 'D3DUS9', 'P00938', 'Q6FHP9', 'Q6IS07', 'Q8WWD0', 'Q96AG5']	[]	[]
[]	['Q53HE2']	[]	[]
[]	['V9HWK1']	[]	[]
[]	['P59665', 'P11479', 'Q14125', 'Q6EZF6']	['s']	['DEFA1']
[]	['Q2QD12']	[]	['RPE']
['TYMS', 'TS', 'OK/SW-cl.29']	['P04818', 'Q8WYK3', 'Q8WYK4']	[]	[]
['TYMS', 'hCG_1994842']	['Q53Y97']	[]	[]
['UCP1', 'SLC25A7', 'UCP']	['P25874', 'Q13218', 'Q4KMZ3', 'Q68G66']	['s']	[]
['UCP2', 'SLC25A8']	['P55851', 'Q4PJH8', 'Q53HM3']	['a']	['UCP3']
['UCP2', 'hCG_27329']	['A0A024R5N5']	[]	['UCP3']
['UCP3', 'SLC25A9']	['P55916', 'O60475', 'Q96HL3']	[]	['UCP2']
['UCP3', 'hCG_1818188']	['A0A0S2Z4G5']	[]	['UCP2']
['UMPS', 'OK/SW-cl.21']	['P11172', 'B5LY68', 'B5LY72', 'O00758', 'O00759', 'O00760', 'Q16862', 'Q9H3Q2', 'Q9UG49']	[]	[]
['UMPS', 'hCG_1780791']	['A8K5J1']	[]	[]
[]	['P55072', 'B2R5T8', 'Q0V924', 'Q2TAI5', 'Q969G7', 'Q9UCD5']	['a', 's', 'VCP']	[]
['HEL-S-70', 'HEL-220']	['V9HW80']	[]	[]
['WRN', 'RECQ3', 'RECQL2']	['Q14191', 'A1KYY9']	['4', 'SUPV3L1', 's', 'WRNIP1']	[]
['XK', 'XKR1', 'XRG1']	['P51811', 'Q4TTN6', 'Q8IUK6', 'Q9UC77']	[]	[]
[]	['P00915']	[]	['CA9', 'CA7', 'CA6', 'CA5A', 'CA3', 'CA13', 'CA5B']
['HEL-S-11', 'CA1', 'hCG_20883']	['V9HWE3']	[]	['CA9', 'CA7', 'CA6', 'CA5A', 'CA3', 'CA13', 'CA5B']
[]	['P00918', 'B2R7G8', 'Q6FI12', 'Q96ET9']	['4', 'SLC26A6', 's']	[]
[]	['V9HW21']	[]	[]
[]	['P07451', 'B2R867', 'B3KUC8', 'O60842']	[]	['CA9', 'CA7', 'CA6', 'CA5A', 'CA1', 'CA13', 'CA5B']
[]	['V9HWA3']	[]	['CA9', 'CA7', 'CA6', 'CA5A', 'CA1', 'CA13', 'CA5B']
[]	['P22748', 'B4DQA4', 'Q6FHI7']	['s']	[]
['CA5A', 'CA5']	['P35218', 'B2RPF2']	[]	['CA9', 'CA7', 'CA6', 'CA3', 'CA1', 'CA13', 'CA5B']
[]	['P23280', 'E7EMQ1', 'Q5FBW3', 'Q5FC00', 'Q96QX8', 'Q9UF03']	[]	['CA9', 'CA7', 'CA5A', 'CA3', 'CA1', 'CA13', 'CA5B']
[]	['B4DUH8']	[]	['CA9', 'CA7', 'CA5A', 'CA3', 'CA1', 'CA13', 'CA5B']
[]	['P43166', 'Q541F0', 'Q86YU0']	[]	['CA9', 'CA6', 'CA5A', 'CA3', 'CA1', 'CA13', 'CA5B']
['CA9', 'G250', 'MN']	['Q16790', 'Q5T4R1']	['s']	['CA7', 'CA6', 'CA5A', 'CA3', 'CA1', 'CA13', 'CA5B']
[]	['A0A0S2Z3D0']	[]	['CA7', 'CA6', 'CA5A', 'CA3', 'CA1', 'CA13', 'CA5B']
[]	['P27708', 'D6W552', 'Q6P0Q0', 'Q96CK3']	['s']	[]
[]	['Q8TDD1', 'Q86YT8', 'Q9BRZ1']	['a', 's']	[]
['SLC25A23', 'APC2', 'MCSC2', 'SCAMC3']	['Q9BV35', 'B4DGB6', 'Q4LBC2', 'Q705K3', 'Q86Y43', 'Q8N2N4', 'Q96NQ4']	['s']	['SLC25A24', 'SLC25A25']
['DHX58', 'D11LGP2E', 'LGP2']	['Q96C10', 'Q9HAM6']	['2', 's']	[]
['LGP2', 'hCG_15679']	['A0A024R1Y5']	[]	[]
['DDX39B', 'BAT1', 'UAP56']	['Q13838', 'B0S8C0', 'O43496', 'Q0EFA1', 'Q2L6F9', 'Q53GL9', 'Q5RJ64', 'Q5RJ66', 'Q5ST94', 'Q5STB4', 'Q5STB5', 'Q5STB7', 'Q5STB8', 'Q5STU4', 'Q5STU5', 'Q5STU6', 'Q5STU8', 'Q71V76']	['a', 's']	[]
[]	['A0A024RCM3']	[]	[]
['DHX40', 'DDX40', 'ARG147']	['Q8IX18', 'B3KTJ5', 'C9JR60', 'Q5JPH4', 'Q8TC86', 'Q8WY53', 'Q9BXM1', 'Q9H6M9']	[]	[]
['SLC25A22', 'GC1']	['Q9H936', 'A8K366', 'C9J1H6', 'E9PJD3', 'E9PKB2', 'E9PL68', 'E9PN26', 'E9PNQ3', 'E9PP01', 'E9PR97', 'Q8TBU8']	[]	['SLC25A18']
['PAAT', 'C10orf88']	['Q9H8K7', 'Q0P6C6', 'Q8N597']	['s']	[]
['PIF1', 'C15orf20']	['Q9H611', 'B2RPL7', 'Q1W5B6', 'Q330H5', 'Q33E24']	['s']	[]
['ASRGL1', 'ALP', 'CRASH']	['Q7L266', 'B2R7Q0', 'Q567Q4', 'Q6P1P0', 'Q8NI34', 'Q9H6F7']	['beta', 'alpha']	[]
['ASRGL1', 'hCG_1731264']	['A0A024R573']	[]	[]
[]	['Q2TB90', 'B5MDN9', 'Q2TB91', 'Q5VTC7', 'Q7Z373', 'Q8WU37', 'Q96EH2', 'Q9H5Y9']	[]	['HK3', 'HK2', 'HK1']
[]	['B3KT70']	[]	['HK3', 'HK2', 'HK1']
['CHD9', 'KIAA0308', 'KISH2', 'PRIC320', 'AD-013', 'x0008']	['Q3L8U1', 'B2RTU2', 'B9ZVQ0', 'O15025', 'Q1WF12', 'Q6DTK9', 'Q9H9V7', 'Q9UHM2']	['s']	[]
['SLC25A16', 'GDA']	['P16260', 'Q8N2U1']	[]	[]
['SLC2A10', 'GLUT10']	['O95528', 'A8K4J6', 'Q3MIX5', 'Q9H4I6']	[]	[]
['SLC25A32', 'MFT', 'MFTC']	['Q9H2D1', 'A0A024R9D0', 'Q96JZ6', 'Q96SU7']	[]	[]
['SLC7A5', 'CD98LC', 'LAT1', 'MPE16']	['Q01650', 'Q8IV97', 'Q9UBN8', 'Q9UP15', 'Q9UQC0']	['SLC3A2', 's', 'SLC7A5']	[]
['SLC38A1', 'ATA1', 'NAT2', 'SAT1', 'SNAT1']	['Q9H2H9', 'Q8NC61', 'Q8NCF8', 'Q96JX2', 'Q9H2Q2']	[]	[]
['SLC38A1', 'hCG_39512']	['A0A024R124']	[]	[]
['CLPB', 'HSP78', 'SKD3']	['Q9H078', 'B4DXJ7', 'B4DXP7', 'B4DXW4', 'E7EWN6', 'F8W7P6', 'Q8ND11', 'Q9H8Y0']	['s']	[]
['CLPB', 'hCG_24098']	['A0A140VK11']	[]	[]
['ACSBG2', 'BGR', 'UNQ2443/PRO5005']	['Q5FVE4', 'B3KSF2', 'Q6UWJ3', 'Q7Z5A0', 'Q8WW03', 'Q96M36', 'Q9BYZ3', 'Q9H0C4']	[]	['ACSBG1']
[]	['A0A140VJD4']	[]	['ACSBG1']
['SLC14A2', 'HUT2', 'UT2']	['Q15849', 'A8K8Q7', 'Q2TBD6', 'Q96PH5']	['s']	['SLC14A1']
['TKTL1', 'TKR', 'TKT2']	['P51854', 'A8K896', 'Q5TYJ8', 'Q5TYJ9', 'Q8TC75']	[]	['TKTL2', 'TKT']
['SLC25A31', 'AAC4', 'ANT4', 'SFEC']	['Q9H0C2']	[]	['SLC25A5', 'SLC25A4']
['APH1B', 'PSFL', 'UNQ688/PRO1328']	['Q8WW43', 'A8K589', 'Q564N3', 'Q6UWQ1', 'Q9H0S0']	['APH1B', 'gamma', 's', 'a', 'PSEN1']	['APH1A']
['DDX59', 'ZNHIT5']	['Q5T1V6', 'Q6PJL2', 'Q8IVW3', 'Q9H0W3']	['s']	[]
['SLC25A18', 'GC2']	['Q9H1K4']	[]	['SLC25A22']
['SLC25A18', 'hCG_21534']	['A0A024R0W0']	[]	['SLC25A22']
['SLC25A2', 'ORNT2']	['Q9BXI2', 'Q496C1', 'Q6XUI0', 'Q8NFZ2']	[]	['SLC25A15']
['SLC4A11', 'BTR1']	['Q8NBS3', 'B4DKC8', 'B4DKX9', 'G3V1M3', 'Q2TB62', 'Q2TB63', 'Q9BXF4', 'Q9NTW9']	[]	[]
['BRIP1', 'BACH1', 'FANCJ']	['Q9BX63', 'A0A024QZ45', 'Q3MJE2', 'Q8NCI5']	['BRIP1', 's']	[]
['SLC25A11', 'SLC20A4']	['Q02978', 'F5GY65', 'O75537', 'Q969P7']	[]	[]
['SLC25A11', 'hCG_32694']	['Q6IBH0']	[]	[]
[]	['Q9H0I9', 'A4FVB4', 'Q8NCT0', 'Q96M82']	[]	['TKTL1', 'TKT']
['TKTL2', 'hCG_1645659']	['A0A140VKC2']	[]	['TKTL1', 'TKT']
['CHD6', 'CHD5', 'KIAA1335', 'RIGB']	['Q8TD26', 'Q5JYQ0', 'Q5TGZ9', 'Q5TH00', 'Q5TH01', 'Q8IZR2', 'Q8WTY0', 'Q9H4H6', 'Q9H6D4', 'Q9NTT7', 'Q9P2L1']	['s']	[]
['HVCN1', 'VSOP', 'UNQ578/PRO1140']	['Q96D96', 'A8MQ37', 'B4DEB3', 'F8WCH5', 'Q6UW11', 'Q96IS5']	[]	[]
['RAD54L', 'RAD54A']	['Q92698', 'Q5TE31', 'Q6IUY3']	['s']	[]
[]	['A8K996']	[]	[]
['DHX16', 'DBP2', 'DDX16', 'KIAA0577', 'PRP2']	['O60231', 'O60322', 'Q5JP45', 'Q969X7', 'Q96QC1']	['catalytic', 's']	[]
['DBP2', 'DHX16', 'hCG_26008']	['Q5SQH4']	[]	[]
['MCM8', 'C20orf154']	['Q9UJA3', 'B2RBG7', 'D3DW08', 'E7EQU7', 'Q495R4', 'Q495R6', 'Q495R7', 'Q86US4', 'Q969I5']	['MCM9', 'a', 's']	[]
['SLC9A7', 'NHE7']	['Q96T83', 'O75827', 'Q5JXP9']	['s']	['SLC9A6']
['SLC9A7', 'hCG_17724']	['A0A024R176']	[]	['SLC9A6']
['COX4I2', 'COX4L2']	['Q96KJ9', 'Q6GTF4', 'Q9H0Z4']	['3', '2', 'COX5B', 'MT-CO3', 'COX5A', 'a', 'MT-CO2', 'COX7A2', 'COX6A2', 'COX7A1', 'COX8A', 'COX4I2', '1', 'COX4I1', 'COX7C', 's', 'MT-CO1', 'catalytic', 'COX6B2']	['COX4I1']
['COX4I2', 'hCG_37391']	['H6SG14']	[]	['COX4I1']
['SLC7A3', 'ATRC3', 'CAT3']	['Q8WY07', 'D3DVU7', 'Q5JQR2', 'Q8N185', 'Q8NCA7', 'Q96SZ7']	[]	[]
['FBH1', 'FBX18', 'FBXO18']	['Q8NFZ0', 'Q5JVB0', 'Q5JVB1', 'Q7Z4Q6', 'Q7Z4R0', 'Q8N1P5', 'Q8N586', 'Q96E82', 'Q96K67', 'Q96SW7', 'Q9UFB2']	['f', 's']	[]
['ATAD1', 'FNP001']	['Q8NBU5', 'D3DR26', 'Q6DKG1', 'Q6P4B9', 'Q8N3G1', 'Q8WYR9', 'Q969Y3']	['s']	[]
['SLC22A16', 'OCT6']	['Q86VW1', 'O14567', 'Q5JXM1', 'Q8IUG8', 'Q8IZD5', 'Q96M90', 'Q96RU0']	[]	[]
[]	['A0A0K0K1K9']	[]	[]
['SLC25A12', 'ARALAR1']	['O75746', 'B3KR64', 'Q96AM8']	[]	['SLC25A13']
['RUVBL1', 'INO80H', 'NMP238', 'TIP49', 'TIP49A']	['Q9Y265', 'B2R5S0', 'P82276', 'Q1KMR0', 'Q53HK5', 'Q53HL7', 'Q53Y27', 'Q9BSX9']	['Q9Y230', 'RUVBL2', 'RUVBL1', 's', 'gamma', 'a', 'catalytic', 'INO80', 'alpha']	[]
[]	['A0A384MTR5']	[]	[]
['KCNK5', 'TASK2']	['O95279', 'B2RAQ6', 'B5TJL2', 'Q5VV76']	[]	[]
['KCNK5', 'hCG_32352']	['A0A024RD32']	[]	[]
['DDX3Y', 'DBY']	['O15523', 'B4DK29', 'B4DXX7', 'Q8IYV7']	[]	[]
['DDX3Y', 'hCG_14649']	['A0A024R9A4']	[]	[]
[]	['O00757', 'Q17R39', 'Q6FI53']	['f', '2', 's', 'alpha']	['FBP1']
[]	['Q96I99', 'C9JVT2', 'O95195', 'Q6NUH7', 'Q86VX8', 'Q8WUQ1']	['a', 'alpha']	[]
[]	['P53597', 'Q9BWB0', 'Q9UNP6']	['beta', 'a', 's']	[]
['NAV2', 'HELAD1', 'KIAA1419', 'POMFIL2', 'RAINB1', 'STEERIN2']	['Q8IVL1', 'A6NEC1', 'Q8IVK3', 'Q8IVK4', 'Q8IVK5', 'Q8IVK6', 'Q8IVK7', 'Q8IVK8', 'Q8NHC9', 'Q8NHD0', 'Q8TDE9', 'Q8TDF0', 'Q8TEB3', 'Q96B30', 'Q9NUZ6', 'Q9NVM7', 'Q9P2C8']	[]	[]
[]	['A7E2D6']	[]	[]
['SLC25A21', 'ODC']	['Q9BQT8', 'A8K0L0', 'G3V4L5', 'Q3MJ99']	[]	[]
['ATP6V0E1', 'ATP6H', 'ATP6V0E']	['O15342', 'B2R557', 'D3DQM1', 'Q6IBE8']	[]	[]
['SLC25A14', 'BMCP1', 'UCP5', 'UNQ791/PRO1682']	['O95258', 'D3DTG2', 'Q0VDH7', 'Q9HC60', 'Q9HC61']	[]	['SLC25A30']
[]	['Q9UM01', 'B2RAU0', 'D3DS26', 'O95984', 'Q53XC1', 'Q86U07', 'Q9P2V5']	[]	[]
[]	['A0A0S2Z502']	[]	[]
['SLC7A6', 'KIAA0245']	['Q92536', 'Q68DS4', 'Q7L1N3']	[]	[]
['SLC7A6', 'hCG_28101']	['A0A024R719']	[]	[]
['SLC13A2', 'NADC1', 'SDCT1']	['Q13183', 'B2RBI9', 'B4DPL1', 'E7ETH5', 'Q4VAR7']	[]	['SLC13A3', 'SLC13A5']
[]	['Q6P158', 'A2RRC7', 'Q53SI4', 'Q6P9G1', 'Q7Z6H3', 'Q8NG17', 'Q96M33']	[]	[]
['ATP6V0D1', 'ATP6D', 'VPATPD']	['P61421', 'P12953', 'Q02547']	['a', 'catalytic', 's']	[]
['SLC16A6', 'MCT6', 'MCT7']	['O15403', 'Q6P1X3']	[]	[]
['SLC16A6', 'hCG_27295']	['A0A024R8J3']	[]	[]
['SLC16A5', 'MCT5', 'MCT6']	['O15375', 'B4E288']	[]	[]
['SLC16A4', 'MCT4', 'MCT5']	['O15374', 'A8K3V5', 'B2R9C9', 'B4DJ67', 'B4DPX7', 'E7EPY8', 'G3V175', 'Q5T612', 'Q8WU09']	[]	[]
['SLC16A3', 'MCT4']	['O15427', 'B3KXG8', 'Q2M1P8']	[]	[]
['SLC16A3', 'hCG_18805']	['A0A024R8U1']	[]	[]
[]	['Q5H9U9', 'Q96ND6']	[]	['DDX60']
['SLC6A5', 'GLYT2', 'NET1']	['Q9Y345', 'O95288', 'Q4VAM7', 'Q9BX77']	[]	['SLC6A9']
[]	['Q4VAM6']	[]	['SLC6A9']
[]	['Q4VAM4']	[]	['SLC6A9']
['TDRD12', 'ECAT8']	['Q587J7']	['a']	[]
[]	['Q9BXS1']	[]	['IDI1']
['MFSD4B', 'KIAA1919', 'NAGLT1', 'HSPC100']	['Q5TF39', 'A8K9M0', 'Q8IYB6', 'Q96PW9', 'Q9P0D6']	[]	[]
[]	['B3KSA1']	[]	[]
[]	['Q9NR30', 'B2RDL0', 'Q13436', 'Q5VX41', 'Q68D35']	['DDX21', 'DHX36', 'DDX1', 's']	[]
['SLC16A7', 'MCT2']	['O60669', 'Q8NEM3', 'Q9UPB3']	['2', 's']	[]
['SLC16A7', 'hCG_39108']	['A0A024RBB2']	[]	[]
['SLC38A5', 'JM24', 'SN2', 'SNAT5', 'PP7194']	['Q8WUX1', 'B3KT20', 'B5MDE6', 'B7WPJ9', 'Q6PIW9', 'Q8WYU2', 'Q96PQ4']	[]	[]
['SLC38A5', 'hCG_19841']	['A0A024QYY0']	[]	[]
[]	['Q8NG08', 'A8K4C9', 'Q4G0T2', 'Q9H7L5']	['alpha', 'HELB', 's']	[]
['ATP6V1F', 'ATP6S14', 'VATF']	['Q16864', 'C9J2K4', 'Q6IBA8']	['a', 'catalytic', 'd', 's']	[]
['ATP6V1F', 'hCG_41657', 'tcag7.419']	['A4D1K0']	['a', 'catalytic', 's']	[]
[]	['P20674', 'P30045', 'Q8TB65']	['COX5B', 'P00395', 'P15954', 's', 'P10606', 'catalytic', 'P00403', '3', '2', 'MT-CO3', '1', 'MT-CO1', 'P14406', 'MT-CO2', 'COX8A', 'P13073', 'COX4I1', 'P10176', 'P00414', 'COX5A', 'COX7A2', 'COX7C', 'a']	[]
['SLC22A13', 'OCTL1', 'ORCTL3']	['Q9Y226', 'B2RCV9', 'Q8IYG1']	[]	[]
['RECQL5', 'RECQ5']	['O94762', 'Q6P4G0', 'Q9H0B1', 'Q9P1W7', 'Q9UNC8']	['FBXO18', 'beta', 's']	[]
['RECQL5', 'hCG_1989322']	['A0A024R8M9']	['FBXO18']	[]
[]	['Q8WYH5']	[]	[]
['RECQL4', 'RECQ4']	['O94761', 'A0A087WZ30', 'Q3Y424', 'Q96DW2', 'Q96F55']	['RECQL4', 's']	[]
[]	['Q9H9B4', 'B3KPW3', 'D3DQN2', 'Q9HA53']	[]	[]
[]	['Q9BUQ8', 'B2R600', 'B4DH15', 'O43188']	['a', 's']	[]
[]	['B3KY11']	[]	[]
['DDX23', 'hCG_26528']	['A0A024R0Z3']	[]	[]
['ABCG2', 'ABCP', 'BCRP', 'BCRP1', 'MXR']	['Q9UNQ0', 'A0A1W3', 'A8K1T5', 'O95374', 'Q4W5I3', 'Q53ZQ1', 'Q569L4', 'Q5YLG4', 'Q86V64', 'Q8IX16', 'Q96LD6', 'Q96TA8', 'Q9BY73', 'Q9NUS0']	['a']	[]
['ABCG2', 'hCG_37696']	['A1LUE4']	[]	[]
[]	['O95749', 'A8MVQ8', 'Q5T2C8', 'Q6NW19']	[]	[]
['GGPS1', 'hCG_19067']	['A0A024R3R2']	[]	[]
['CD36', 'GP3B', 'GP4']	['P16671', 'D9IX66', 'D9IX67', 'D9IX68', 'D9IX69', 'Q13966', 'Q16093', 'Q8TCV7', 'Q9BPZ8', 'Q9BQC2', 'Q9BZM8', 'Q9BZN3', 'Q9BZN4', 'Q9BZN5']	['s']	[]
['CD36', 'hCG_17062', 'tcag7.257']	['A4D1B1']	[]	[]
['SLC25A27', 'UCP4', 'UNQ772/PRO1566']	['O95847', 'F5GWR4', 'Q5VTS9', 'Q8N518']	[]	[]
['VPS4B', 'SKD1', 'VPS42', 'MIG1']	['O75351', 'Q69HW4', 'Q9GZS7']	['VPS4B', 'Q9UN37', 's', 'a', 'VPS4A']	['VPS4A']
['VPS4B', 'hCG_34094']	['A0A024R2C5']	[]	['VPS4A']
['ENTPD1', 'CD39']	['P49961', 'A9Z1X8', 'B4DWB9', 'B4E1X1', 'B7Z599', 'G3XAF6', 'Q5T561', 'Q5T562', 'Q86VV3', 'Q9UQQ9', 'Q9Y3Q9']	[]	[]
['ENTPD2', 'CD39L1']	['Q9Y5L3', 'O15464', 'Q5SPY6', 'Q5SPY7']	[]	[]
['ATP6V1G1', 'ATP6G', 'ATP6G1', 'ATP6J']	['O75348', 'Q6IB33']	['a', 'catalytic', 'd', 's']	['ATP6V1G3']
['ATP6V1G1', 'hCG_29854']	['A0A024R883']	['a', 'catalytic', 's']	['ATP6V1G3']
['ATP5MF', 'ATP5J2', 'ATP5JL']	['P56134', 'C9J8H9', 'F8W7V3', 'O76079', 'Q6IBB3', 'Q96L83', 'Q9BTI8']	['catalytic', '1', 's']	[]
['CHD1L', 'ALC1']	['Q86WJ1', 'A5YM64', 'B4DDE1', 'B5MDZ7', 'Q53EZ3', 'Q5VXX7', 'Q6DD94', 'Q6PK83', 'Q86XH3', 'Q96HF7', 'Q96SP3', 'Q9BVJ1', 'Q9NVV8']	['s']	[]
['H6PD', 'GDH']	['O95479', 'Q4TT33', 'Q66I35', 'Q68DT3', 'R4GMU1']	[]	[]
['CD74', 'DHLAG']	['P04233', 'A8K7R1', 'B4DNE8', 'D3DQG3', 'D3DQG4', 'Q14597', 'Q29832', 'Q5U0J8', 'Q8SNA0', 'Q8WLP6']	['HLA-DQB1', 's']	[]
['EIF4A3', 'DDX48', 'KIAA0111']	['P38919', 'Q15033', 'Q6IBQ2', 'Q96A18']	['EIF4A3', 's']	[]
['DDX48', 'hCG_28565']	['A0A024R8W0']	[]	[]
