Rxn	Genes
R_Ex_biomass	[]
R_Ex_glucose	[['6513'], ['6514'], ['81031'], ['6517'], ['154091'], ['11182'], ['29988'], ['144195'], ['6515'], ['6524'], ['91749'], ['50651'], ['125206'], ['200010'], ['6527']]
R_Ex_lactateL	[['366'], ['6566'], ['9121'], ['151473'], ['162515'], ['387700'], ['9120'], ['220963'], ['201232'], ['9194'], ['9123'], ['9122'], ['23539'], ['9390'], ['387775'], ['387601'], ['160728'], ['159963']]
R_Ex_O2	[]
R_Ex_glutamine	[['7504'], ['54868'], ['140679'], ['145389'], ['146167'], ['55238'], ['81539'], ['92745'], ['124565'], ['55089'], ['151258'], ['10991'], ['54407'], ['285641'], ['120103'], ['153201'], ['206358'], ['153129'], ['54716'], ['6510'], ['84889'], ['6542'], ['11136'], ['23428'], ['56301'], ['9056'], ['9057'], ['8140']]
R_Ex_Palmitate	[['6566'], ['9121'], ['151473'], ['162515'], ['387700'], ['9120'], ['220963'], ['201232'], ['9194'], ['9123'], ['9122'], ['387775'], ['387601'], ['159963'], ['7350'], ['5243'], ['5825'], ['215'], ['225'], ['10999'], ['28965'], ['11000'], ['10998'], ['11001'], ['376497'], ['2806'], ['948']]
R_Ex_glutamate	[['5663'], ['57030'], ['57084'], ['246213'], ['55867'], ['6582'], ['7504'], ['121260'], ['6565'], ['6564'], ['54868'], ['140679'], ['145389'], ['146167'], ['55238'], ['81539'], ['92745'], ['124565'], ['55089'], ['151258'], ['54407'], ['285641'], ['120103'], ['153201'], ['206358'], ['153129'], ['54716'], ['6505'], ['6512'], ['6507'], ['6506'], ['6511'], ['6510'], ['8604'], ['10165'], ['79751'], ['83733'], ['9016'], ['253512'], ['84889'], ['6542'], ['23657'], ['6520'], ['11136'], ['56301'], ['9056'], ['9057'], ['157724'], ['8140'], ['64849'], ['9058'], ['284111'], ['11309'], ['5243'], ['6890'], ['6891'], ['23457'], ['177'], ['25825'], ['6382'], ['3117'], ['3119'], ['972'], ['3105'], ['567'], ['6892'], ['10269']]
R_Ex_arginines	[['5663'], ['6582'], ['7504'], ['121260'], ['6565'], ['6564'], ['54868'], ['140679'], ['145389'], ['146167'], ['55238'], ['81539'], ['92745'], ['124565'], ['55089'], ['151258'], ['54407'], ['285641'], ['120103'], ['153201'], ['206358'], ['153129'], ['54716'], ['6510'], ['83884'], ['123096'], ['84889'], ['6542'], ['6541'], ['11136'], ['56301'], ['9056'], ['9057'], ['8140'], ['54896'], ['5243'], ['6890'], ['6891'], ['23457'], ['177'], ['25825'], ['6382'], ['3117'], ['3119'], ['972'], ['3105'], ['567'], ['6892'], ['10269']]
R_Ex_folate	[['113235'], ['81034'], ['9016'], ['253512'], ['64849'], ['9058'], ['284111'], ['6573'], ['9429'], ['10057'], ['4363']]
R_Ex_urea	[['6563'], ['8170'], ['364']]
R_Ex_NH3	[['8645'], ['51458'], ['57127'], ['6005'], ['6006'], ['6007'], ['343'], ['361']]
R_Ex_citratec	[['89874'], ['6576'], ['9058'], ['284111']]
R_Ex_Carnitine	[['85413'], ['6582'], ['1374']]
R_Ex_AKG	[['8402'], ['89874'], ['9016'], ['253512'], ['64849'], ['9058'], ['284111']]
R_Ex_proline	[['7504'], ['54868'], ['140679'], ['145389'], ['146167'], ['55238'], ['81539'], ['92745'], ['124565'], ['55089'], ['151258'], ['54407'], ['285641'], ['120103'], ['153201'], ['206358'], ['153129'], ['6534'], ['6539'], ['54716'], ['6510'], ['84889'], ['6542'], ['11136'], ['23428'], ['56301'], ['9056'], ['9057'], ['8140']]
R_Ex_alanine	[['7504'], ['54868'], ['140679'], ['145389'], ['146167'], ['55238'], ['81539'], ['92745'], ['124565'], ['55089'], ['151258'], ['10991'], ['54407'], ['285641'], ['120103'], ['153201'], ['206358'], ['153129'], ['54716'], ['6509'], ['6510'], ['84889'], ['6542'], ['11136'], ['23428'], ['56301'], ['9056'], ['9057'], ['8140']]
R_Ex_aspartate	[['5663'], ['6582'], ['7504'], ['121260'], ['6565'], ['6564'], ['54868'], ['140679'], ['145389'], ['146167'], ['55238'], ['81539'], ['92745'], ['124565'], ['55089'], ['151258'], ['54407'], ['285641'], ['120103'], ['153201'], ['206358'], ['153129'], ['54716'], ['6505'], ['6507'], ['6506'], ['6511'], ['6510'], ['8604'], ['10165'], ['83884'], ['9016'], ['253512'], ['123096'], ['84889'], ['6542'], ['6541'], ['11136'], ['56301'], ['9056'], ['9057'], ['157724'], ['8140'], ['54896'], ['64849'], ['9058'], ['284111'], ['5243'], ['6890'], ['6891'], ['23457'], ['177'], ['25825'], ['6382'], ['3117'], ['3119'], ['972'], ['3105'], ['567'], ['6892'], ['10269']]
R_Ex_asparagine	[['7504'], ['54868'], ['140679'], ['145389'], ['146167'], ['55238'], ['81539'], ['92745'], ['124565'], ['55089'], ['151258'], ['10991'], ['54407'], ['285641'], ['120103'], ['153201'], ['206358'], ['153129'], ['54716'], ['6510'], ['84889'], ['6542'], ['11136'], ['23428'], ['56301'], ['9056'], ['9057'], ['8140']]
R_Ex_serine	[['7504'], ['54868'], ['140679'], ['145389'], ['146167'], ['55238'], ['81539'], ['92745'], ['124565'], ['55089'], ['151258'], ['54407'], ['285641'], ['120103'], ['153201'], ['206358'], ['153129'], ['54716'], ['6509'], ['6510'], ['84889'], ['6542'], ['11136'], ['23428'], ['56301'], ['9056'], ['9057'], ['8140'], ['10955']]
R_Ex_glycine	[['7504'], ['54868'], ['140679'], ['145389'], ['146167'], ['55238'], ['81539'], ['92745'], ['124565'], ['55089'], ['151258'], ['54407'], ['285641'], ['120103'], ['153201'], ['206358'], ['153129'], ['9152'], ['6536'], ['6539'], ['54716'], ['6510'], ['54977'], ['84889'], ['6542'], ['11136'], ['23428'], ['56301'], ['9056'], ['9057'], ['8140']]
R_Ex_cystine	[['7504'], ['54868'], ['140679'], ['145389'], ['146167'], ['55238'], ['81539'], ['92745'], ['124565'], ['55089'], ['151258'], ['54407'], ['285641'], ['120103'], ['153201'], ['206358'], ['153129'], ['54716'], ['6510'], ['84889'], ['6542'], ['23657'], ['6520'], ['11136'], ['23428'], ['56301'], ['9056'], ['9057'], ['8140'], ['1497']]
R_Ex_SC_mercaptopyruvatec	[['6566'], ['201232'], ['9123'], ['159963']]
R_Ex_SC_H2O	[['83464'], ['51107'], ['6588'], ['343'], ['282679'], ['375318'], ['363'], ['361'], ['359'], ['362'], ['366'], ['364'], ['1667'], ['728358'], ['83959'], ['135']]
R_Ex_SC_Pi	[['6588'], ['10786'], ['57030'], ['57084'], ['6575'], ['5250'], ['142680'], ['10568'], ['6569']]
R_Ex_SC_H	[['84329'], ['684'], ['114134'], ['55858'], ['6564'], ['140679'], ['153201'], ['9481'], ['6576'], ['83959'], ['6548'], ['10479'], ['6550'], ['285195'], ['84679'], ['133308'], ['150159'], ['285335'], ['1497'], ['1183'], ['6556'], ['127124'], ['245973'], ['50617'], ['51606'], ['523'], ['525'], ['526'], ['528'], ['529'], ['535'], ['9114'], ['9296'], ['9550'], ['125965'], ['1327'], ['1351'], ['170712'], ['341947'], ['4512'], ['4513'], ['4514'], ['6010']]
R_DM_Glucose	[['6513'], ['6514'], ['81031'], ['6517'], ['154091'], ['29988'], ['6515'], ['6524'], ['125206'], ['200010']]
R_DM_LactateL	[['366'], ['6566'], ['201232'], ['9123'], ['9390'], ['160728'], ['159963']]
R_DM_Glutamine	[['140679'], ['55238'], ['81539'], ['124565'], ['54407'], ['153201'], ['153129'], ['6510'], ['6542'], ['23428'], ['9057'], ['8140']]
R_DM_Palmitate	[['6566'], ['201232'], ['9123'], ['159963'], ['5243'], ['5825'], ['215'], ['225'], ['10999'], ['10998'], ['11001'], ['376497'], ['2806'], ['948']]
R_DM_Carnitine	[['6582']]
R_DM_Glutamate	[['5663'], ['57030'], ['57084'], ['246213'], ['55867'], ['6582'], ['121260'], ['6565'], ['6564'], ['140679'], ['55238'], ['81539'], ['124565'], ['54407'], ['153201'], ['153129'], ['6505'], ['6512'], ['6507'], ['6506'], ['6511'], ['6510'], ['6542'], ['23657'], ['6520'], ['9057'], ['8140'], ['64849'], ['9058'], ['284111'], ['5243'], ['6890'], ['6891'], ['23457'], ['177'], ['25825'], ['5225'], ['6382'], ['3117'], ['3119'], ['972'], ['3105'], ['567'], ['6892'], ['10269']]
R_DM_Arginines	[['5663'], ['6582'], ['121260'], ['6565'], ['6564'], ['140679'], ['55238'], ['81539'], ['124565'], ['54407'], ['153201'], ['153129'], ['6510'], ['6542'], ['6541'], ['9057'], ['8140'], ['54896'], ['5243'], ['6890'], ['6891'], ['23457'], ['177'], ['25825'], ['5225'], ['6382'], ['3117'], ['3119'], ['972'], ['3105'], ['567'], ['6892'], ['10269']]
R_DM_Urea	[['364']]
R_DM_NH3	[['51458'], ['57127'], ['343'], ['361']]
R_DM_Citrate	[['6576'], ['9058'], ['284111']]
R_DM_Folate	[['113235'], ['64849'], ['9058'], ['284111'], ['9429'], ['10057'], ['4363']]
R_DM_AKG	[['64849'], ['9058'], ['284111']]
R_DM_Proline	[['140679'], ['55238'], ['81539'], ['124565'], ['54407'], ['153201'], ['153129'], ['6539'], ['6510'], ['6542'], ['23428'], ['9057'], ['8140']]
R_DM_Alanine	[['140679'], ['55238'], ['81539'], ['124565'], ['54407'], ['153201'], ['153129'], ['6509'], ['6510'], ['6542'], ['23428'], ['9057'], ['8140']]
R_DM_Aspartate	[['5663'], ['6582'], ['121260'], ['6565'], ['6564'], ['140679'], ['55238'], ['81539'], ['124565'], ['54407'], ['153201'], ['153129'], ['6505'], ['6507'], ['6506'], ['6511'], ['6510'], ['6542'], ['6541'], ['9057'], ['8140'], ['54896'], ['64849'], ['9058'], ['284111'], ['5243'], ['6890'], ['6891'], ['23457'], ['177'], ['25825'], ['5225'], ['6382'], ['3117'], ['3119'], ['972'], ['3105'], ['567'], ['6892'], ['10269']]
R_DM_Asparagine	[['140679'], ['55238'], ['81539'], ['124565'], ['54407'], ['153201'], ['153129'], ['6510'], ['6542'], ['23428'], ['9057'], ['8140']]
R_DM_Serine	[['140679'], ['55238'], ['81539'], ['124565'], ['54407'], ['153201'], ['153129'], ['6509'], ['6510'], ['6542'], ['23428'], ['9057'], ['8140'], ['10955']]
R_DM_Glycine	[['140679'], ['55238'], ['81539'], ['124565'], ['54407'], ['153201'], ['153129'], ['9152'], ['6536'], ['6539'], ['6510'], ['6542'], ['23428'], ['9057'], ['8140']]
R_DM_putrescine	[]
R_DM_CO2c	[]
R_DM_10formylTHFm	[['9016'], ['253512']]
R_DM_10formylTHFc	[['64849'], ['9058'], ['284111']]
R_DM_GSSG	[]
R_DM_guanidinoacetatec	[]
R_Glucose_DM_COOP	[['6513'], ['6514'], ['81031'], ['6517'], ['154091'], ['11182'], ['29988'], ['144195'], ['6515'], ['6524'], ['91749'], ['50651'], ['125206'], ['200010'], ['6527']]
R_LactateL_DM_COOP	[['366'], ['6566'], ['9121'], ['151473'], ['162515'], ['387700'], ['9120'], ['220963'], ['201232'], ['9194'], ['9123'], ['9122'], ['23539'], ['9390'], ['387775'], ['387601'], ['160728'], ['159963']]
R_Oxygen_DM_COOP	[]
R_Glutamine_DM_COOP	[['7504'], ['54868'], ['140679'], ['145389'], ['146167'], ['55238'], ['81539'], ['92745'], ['124565'], ['55089'], ['151258'], ['10991'], ['54407'], ['285641'], ['120103'], ['153201'], ['206358'], ['153129'], ['54716'], ['6510'], ['84889'], ['6542'], ['11136'], ['23428'], ['56301'], ['9056'], ['9057'], ['8140']]
R_Palmitate_DM_COOP	[['6566'], ['9121'], ['151473'], ['162515'], ['387700'], ['9120'], ['220963'], ['201232'], ['9194'], ['9123'], ['9122'], ['387775'], ['387601'], ['159963'], ['7350'], ['5243'], ['5825'], ['215'], ['225'], ['10999'], ['28965'], ['11000'], ['10998'], ['11001'], ['376497'], ['2806'], ['948']]
R_Palmitate_UP_COOP	[['6566'], ['9121'], ['151473'], ['162515'], ['387700'], ['9120'], ['220963'], ['201232'], ['9194'], ['9123'], ['9122'], ['387775'], ['387601'], ['159963'], ['7350'], ['5243'], ['5825'], ['215'], ['225'], ['10999'], ['28965'], ['11000'], ['10998'], ['11001'], ['376497'], ['2806'], ['948']]
R_Glutamate_DM_COOP	[['5663'], ['57030'], ['57084'], ['246213'], ['55867'], ['6582'], ['7504'], ['121260'], ['6565'], ['6564'], ['54868'], ['140679'], ['145389'], ['146167'], ['55238'], ['81539'], ['92745'], ['124565'], ['55089'], ['151258'], ['54407'], ['285641'], ['120103'], ['153201'], ['206358'], ['153129'], ['54716'], ['6505'], ['6512'], ['6507'], ['6506'], ['6511'], ['6510'], ['8604'], ['10165'], ['79751'], ['83733'], ['9016'], ['253512'], ['84889'], ['6542'], ['23657'], ['6520'], ['11136'], ['56301'], ['9056'], ['9057'], ['157724'], ['8140'], ['64849'], ['9058'], ['284111'], ['11309'], ['5243'], ['6890'], ['6891'], ['23457'], ['177'], ['25825'], ['5225'], ['6382'], ['3117'], ['3119'], ['972'], ['3105'], ['567'], ['6892'], ['10269']]
R_Arginine_DM_COOP	[['5663'], ['6582'], ['7504'], ['121260'], ['6565'], ['6564'], ['54868'], ['140679'], ['145389'], ['146167'], ['55238'], ['81539'], ['92745'], ['124565'], ['55089'], ['151258'], ['54407'], ['285641'], ['120103'], ['153201'], ['206358'], ['153129'], ['54716'], ['6510'], ['83884'], ['123096'], ['84889'], ['6542'], ['6541'], ['11136'], ['56301'], ['9056'], ['9057'], ['8140'], ['54896'], ['5243'], ['6890'], ['6891'], ['23457'], ['177'], ['25825'], ['5225'], ['6382'], ['3117'], ['3119'], ['972'], ['3105'], ['567'], ['6892'], ['10269']]
R_Folate_DM_COOP	[['113235'], ['81034'], ['9016'], ['253512'], ['64849'], ['9058'], ['284111'], ['6573'], ['9429'], ['10057'], ['4363']]
R_Urea_DM_COOP	[['6563'], ['8170'], ['364']]
R_NH3_DM_COOP	[['8645'], ['51458'], ['57127'], ['6005'], ['6006'], ['6007'], ['343'], ['361']]
R_Citrate_DM_COOP	[['89874'], ['6576'], ['9058'], ['284111']]
R_Carnitine_DM_COOP	[['85413'], ['6582'], ['1374']]
R_AKG_DM_COOP	[['8402'], ['89874'], ['9016'], ['253512'], ['64849'], ['9058'], ['284111']]
R_Proline_DM_COOP	[['7504'], ['54868'], ['140679'], ['145389'], ['146167'], ['55238'], ['81539'], ['92745'], ['124565'], ['55089'], ['151258'], ['54407'], ['285641'], ['120103'], ['153201'], ['206358'], ['153129'], ['6534'], ['6539'], ['54716'], ['6510'], ['84889'], ['6542'], ['11136'], ['23428'], ['56301'], ['9056'], ['9057'], ['8140']]
R_Alanine_DM_COOP	[['7504'], ['54868'], ['140679'], ['145389'], ['146167'], ['55238'], ['81539'], ['92745'], ['124565'], ['55089'], ['151258'], ['10991'], ['54407'], ['285641'], ['120103'], ['153201'], ['206358'], ['153129'], ['54716'], ['6509'], ['6510'], ['84889'], ['6542'], ['11136'], ['23428'], ['56301'], ['9056'], ['9057'], ['8140']]
R_Aspartate_DM_COOP	[['5663'], ['6582'], ['7504'], ['121260'], ['6565'], ['6564'], ['54868'], ['140679'], ['145389'], ['146167'], ['55238'], ['81539'], ['92745'], ['124565'], ['55089'], ['151258'], ['54407'], ['285641'], ['120103'], ['153201'], ['206358'], ['153129'], ['54716'], ['6505'], ['6507'], ['6506'], ['6511'], ['6510'], ['8604'], ['10165'], ['83884'], ['9016'], ['253512'], ['123096'], ['84889'], ['6542'], ['6541'], ['11136'], ['56301'], ['9056'], ['9057'], ['157724'], ['8140'], ['54896'], ['64849'], ['9058'], ['284111'], ['5243'], ['6890'], ['6891'], ['23457'], ['177'], ['25825'], ['5225'], ['6382'], ['3117'], ['3119'], ['972'], ['3105'], ['567'], ['6892'], ['10269']]
R_Asparagine_DM_COOP	[['7504'], ['54868'], ['140679'], ['145389'], ['146167'], ['55238'], ['81539'], ['92745'], ['124565'], ['55089'], ['151258'], ['10991'], ['54407'], ['285641'], ['120103'], ['153201'], ['206358'], ['153129'], ['54716'], ['6510'], ['84889'], ['6542'], ['11136'], ['23428'], ['56301'], ['9056'], ['9057'], ['8140']]
R_Serine_DM_COOP	[['7504'], ['54868'], ['140679'], ['145389'], ['146167'], ['55238'], ['81539'], ['92745'], ['124565'], ['55089'], ['151258'], ['54407'], ['285641'], ['120103'], ['153201'], ['206358'], ['153129'], ['54716'], ['6509'], ['6510'], ['84889'], ['6542'], ['11136'], ['23428'], ['56301'], ['9056'], ['9057'], ['8140'], ['10955']]
R_Glycine_DM_COOP	[['7504'], ['54868'], ['140679'], ['145389'], ['146167'], ['55238'], ['81539'], ['92745'], ['124565'], ['55089'], ['151258'], ['54407'], ['285641'], ['120103'], ['153201'], ['206358'], ['153129'], ['9152'], ['6536'], ['6539'], ['54716'], ['6510'], ['54977'], ['84889'], ['6542'], ['11136'], ['23428'], ['56301'], ['9056'], ['9057'], ['8140']]
R_TranspCystineGlu	[['5663'], ['57030'], ['57084'], ['246213'], ['55867'], ['6582'], ['7504'], ['121260'], ['6565'], ['6564'], ['54868'], ['140679'], ['145389'], ['146167'], ['55238'], ['81539'], ['92745'], ['124565'], ['55089'], ['151258'], ['54407'], ['285641'], ['120103'], ['153201'], ['206358'], ['153129'], ['54716'], ['6505'], ['6512'], ['6507'], ['6506'], ['6511'], ['6510'], ['8604'], ['10165'], ['79751'], ['83733'], ['9016'], ['253512'], ['84889'], ['6542'], ['23657'], ['6520'], ['11136'], ['23428'], ['56301'], ['9056'], ['9057'], ['157724'], ['8140'], ['1497'], ['64849'], ['9058'], ['284111'], ['11309'], ['5243'], ['6890'], ['6891'], ['23457'], ['177'], ['25825'], ['5225'], ['6382'], ['3117'], ['3119'], ['972'], ['3105'], ['567'], ['6892'], ['10269']]
R_TranspCystineSer	[['7504'], ['54868'], ['140679'], ['145389'], ['146167'], ['55238'], ['81539'], ['92745'], ['124565'], ['55089'], ['151258'], ['54407'], ['285641'], ['120103'], ['153201'], ['206358'], ['153129'], ['54716'], ['6509'], ['6510'], ['84889'], ['6542'], ['23657'], ['6520'], ['11136'], ['23428'], ['56301'], ['9056'], ['9057'], ['8140'], ['1497'], ['10955']]
R_CystineReductaseNADPH	[]
R_GCK_HKDC1_HK1_ADPGK_HK2_HK3	[['3098'], ['3099'], ['3101'], ['2645'], ['80201']]
R_G6PPer	[]
R_GPI	[['2821']]
R_PFKP_PFKL_PFKM_1	[['5214'], ['5213'], ['5211']]
R_FBP	[['8789'], ['2203']]
R_ALDOC_ALDOB_ALDOA_2	[['229'], ['226'], ['230']]
R_TPI1_TPI1P2	[['7167']]
R_GAPDHS_GAPDH_GAPDHP29	[]
R_CRISP3_PGK1_MIA3_PGK2	[]
R_PGAM2_PGAM1_BPGM_PGAM4_1	[['5224'], ['5223'], ['669'], ['441531']]
R_ENO1_ENO3_ENO2	[['2027'], ['2026'], ['2023'], ['387712']]
R_PKM_TMEM54_PKLR_HCN3	[['5315'], ['5313']]
R_PC	[['5091']]
R_PEPCK	[['5106'], ['5105']]
R_LDH	[]
R_G6PD	[]
R_H6PD_PGLS	[['9563'], ['25796']]
R_PGD	[]
R_RPIA_LOC101060545	[['22934']]
R_PRPS2_PRPS1_PRPS1L1	[['221823'], ['5634'], ['5631']]
R_TKTL1_TKTL2_TKT_1	[]
R_ALDOC_ALDOB_ALDOA_1	[]
R_RPE_LOC729020	[['6120'], ['729020']]
R_TKTL1_TKTL2_TKT_2	[['7086'], ['8277'], ['84076']]
R_TALDO1	[['6888']]
R_PFKP_PFKL_PFKM_3	[]
R_DLD_PDHX_PDHA1_DLAT_PDHA2_PDHB	[]
R_CS	[['1431']]
R_ACO2_ACO1_1	[['50'], ['48']]
R_IDH3	[]
R_IDH2	[]
R_DLSTP1_DLD_OGDH_PDHX_DLST_DHTKD1_OGDHL	[]
R_KANK1_SUCLA2_SUCLG1_SUCLG2_1	[['8802'], ['8801'], ['8801', '8802']]
R_SDHA_SDHB_SDHC_SDHD	[]
R_FH_1	[['2271']]
R_MDH2	[]
R_ME2_ME3_1	[]
R_ME2_ME3_2	[]
R_ACLY	[['47']]
R_FH_2	[['2271']]
R_MDH1_MDH1B	[]
R_ACO1_IREB2	[['50'], ['48']]
R_IDH1	[]
R_LHPP_PPA2_PRUNE_EIF4A2_NAV2_PPA1_1	[['27068'], ['5464'], ['58497'], ['64077']]
R_Complex1	[]
R_Complex1ROS	[]
R_Complex2	[]
R_Complex3	[['84329'], ['684'], ['114134'], ['55858'], ['6564'], ['140679'], ['153201'], ['79751'], ['83884'], ['9016'], ['9481'], ['253512'], ['7350'], ['7351'], ['7352'], ['6576'], ['83959'], ['6548'], ['10479'], ['6550'], ['285195'], ['84679'], ['133308'], ['150159'], ['285335'], ['1497'], ['1183'], ['6556'], ['127124'], ['245973'], ['50617'], ['51606'], ['523'], ['525'], ['526'], ['528'], ['529'], ['535'], ['9114'], ['9296'], ['9550'], ['125965'], ['1327'], ['1329'], ['1339'], ['1346'], ['1347'], ['1350'], ['1351'], ['170712'], ['341947'], ['4512'], ['4513'], ['4514'], ['51241'], ['84701'], ['9377'], ['6010']]
R_Complex4	[['84329'], ['684'], ['114134'], ['55858'], ['6564'], ['140679'], ['153201'], ['79751'], ['83884'], ['9016'], ['9481'], ['253512'], ['7350'], ['7351'], ['7352'], ['6576'], ['83959'], ['6548'], ['10479'], ['6550'], ['285195'], ['84679'], ['133308'], ['150159'], ['285335'], ['1497'], ['1183'], ['6556'], ['127124'], ['245973'], ['50617'], ['51606'], ['523'], ['525'], ['526'], ['528'], ['529'], ['535'], ['9114'], ['9296'], ['9550'], ['125965'], ['1327'], ['1329'], ['1339'], ['1346'], ['1347'], ['1350'], ['1351'], ['170712'], ['341947'], ['4512'], ['4513'], ['4514'], ['51241'], ['84701'], ['9377'], ['6010']]
R_ATPsynthase	[['84329'], ['684'], ['114134'], ['55858'], ['6564'], ['140679'], ['153201'], ['79751'], ['83884'], ['9016'], ['9481'], ['253512'], ['7350'], ['7351'], ['7352'], ['6576'], ['83959'], ['6548'], ['10479'], ['6550'], ['285195'], ['84679'], ['133308'], ['150159'], ['285335'], ['1497'], ['1183'], ['6556'], ['127124'], ['245973'], ['50617'], ['51606'], ['523'], ['525'], ['526'], ['528'], ['529'], ['535'], ['9114'], ['9296'], ['9550'], ['125965'], ['1327'], ['1329'], ['1339'], ['1346'], ['1347'], ['1350'], ['1351'], ['170712'], ['341947'], ['4512'], ['4513'], ['4514'], ['51241'], ['84701'], ['9377'], ['6010']]
R_GCL	[['2730'], ['2729'], ['2729', '2730']]
R_GSS	[['2937']]
R_SOD2	[['6648'], ['6647']]
R_GPmit	[['2876']]
R_mGSRnadh	[]
R_mGSRnadph	[]
R_TrasportGSH	[['6588'], ['5663'], ['10786'], ['57030'], ['57084'], ['6582'], ['121260'], ['51296'], ['6565'], ['6564'], ['6575'], ['1468'], ['114789'], ['79085'], ['29957'], ['9016'], ['253512'], ['5250'], ['142680'], ['10568'], ['6569'], ['5243'], ['1080'], ['9429'], ['1244'], ['4363'], ['6890'], ['6891'], ['23457'], ['177'], ['25825'], ['5225'], ['6382'], ['3117'], ['3119'], ['972'], ['3105'], ['567'], ['6892'], ['10269']]
R_MPC1_MPC2_MPC1L	[['84329'], ['684'], ['114134'], ['6566'], ['201232'], ['9123'], ['25874'], ['51660'], ['55858'], ['6564'], ['140679'], ['153201'], ['160728'], ['159963'], ['79751'], ['83884'], ['9016'], ['9481'], ['253512'], ['7350'], ['7351'], ['7352'], ['6576'], ['83959'], ['6548'], ['10479'], ['6550'], ['285195'], ['84679'], ['133308'], ['150159'], ['285335'], ['1497'], ['1183'], ['6556'], ['127124'], ['245973'], ['50617'], ['51606'], ['523'], ['525'], ['526'], ['528'], ['529'], ['535'], ['9114'], ['9296'], ['9550'], ['125965'], ['1327'], ['1329'], ['1339'], ['1346'], ['1347'], ['1350'], ['1351'], ['170712'], ['341947'], ['4512'], ['4513'], ['4514'], ['51241'], ['84701'], ['9377'], ['6010']]
